,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
1165,1165,47.0,0.13689999282360077,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['follow', 'sort', 'algorithm', 'good', 'case', 'time', 'complexity', 'for', 'element', 'time', 'complexity', 'tree', 'traversal', 'method', 'for', 'tree', 'node', 'insertion']","Which of the following sorting algorithms has its best case time complexity (for n elements), to be the same as the time complexity of tree traversal methods (for a tree of n nodes)?
"
1166,1166,31.0,0.27149999141693115,"tree, node, binary, follow, avl, traversal, order, search, number, root","['suppose', 'follow', 'avl', 'tree', 'select', 'correct', 'order', 'follow', 'tree', 'traversal', 'way', 'display', 'pre', 'orderiii', 'post', 'order']","Suppose you have the following AVL tree:Select the correct order in which the following 3 tree traversal ways are displayed: i) A > B > D > E > C > F > Gii) D > B > E > A > F > C > Giii) D > E > B > F > G > C > A
"
1167,1167,53.0,0.48080000281333923,"need, company, for, real, system, large, tell, entry, priority, find","['look', 'net', 'profit', 'next', 'year', 'hire', 'specialist', 'take', 'look', 'company', 'see', 'save', 'time', 'money', 'vehicle', 'make', 'equipped', 'digit', 'would', 'find', 'linear', 'search', 'unsorte', 'list', 'vehicle', 'id', 'shipping', 'vehicle', 'retailer', 'datum', 'structure', 'store', 'vehicle', 'id', 'order', 'reduce', 'time', 'processing', 'power', 'need', 'find', 'would', 'result', 'beat', 'slow', 'lamborghinis', 'hash', 'table']","Honda are looking to overtake Lamborghini in net profit next year. They hired a specialist to take a look at their company and see where they can save time and money. Each vehicle they make is equipped with a 10 digit ID. They found that they use a linear search algorithm to search through an unsorted list of vehicle IDs when shipping these vehicles to the retailers. What data structure should they use to store the vehicle IDs in order to reduce time and processing power needed to find each ID and as a result beat the slow lamborghinis?
"
1168,1168,31.0,0.26820001006126404,"tree, node, binary, follow, avl, traversal, order, search, number, root","['avl', 'tree', 'make', 'contain', 'node', 'minimum', 'height', 'tree']","An AVL Tree is made containing 35 nodes. What is the minimum height of the tree
"
1169,1169,47.0,0.16509999334812164,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['run', 'time', 'for', 'sort', 'algorithm', 'for', 'list', 'size', 'time', 'take', 'second', 'follow', 'run', 'time', 'complexity', 'algorithm']","The run times for a sorting algorithm, for a list size and time taken in seconds , are as follows: = 420, = 69 = 840, = 1104 = 1680, = 17664What is the run time complexity of the algorithm?
"
1170,1170,46.0,0.5473999977111816,"rotation, total, level, apply, produce, carry, work, get, ask, while","['work', 'bath', 'while', 'work', 'create', 'binary', 'tree', 'deliver', 'power', 'point', 'presentation', 'tree', 'projector', 'look', 'like', 'also', 'pass', 'round', 'handout', 'comment', 'text', 'explain', 'aspect', 'presentationbut', 'environmentally', 'friendly', 'decide', 'save', 'paper', 'print', 'tree', 'line', 'later', 'ask', 'tree', 'tree', 'get', 'output', 'reply', 'order']","Before working at the University of Bath, while working in Honda, Dr. Tom Finch created a binary tree about one of Honda's competitors.When delivering the Power Point presentation, the tree on the projector looked like this:He also passed round some handouts, with his comments and text explaining some of the aspects of the presentation.But to be more environmentally friendly, he decided to save some paper, and print the tree in one line:He was later asked:""Which tree traversal algorithm did you use on the binary tree to get this output?""What was his reply?
"
1171,1171,31.0,0.24629999697208405,"tree, node, binary, follow, avl, traversal, order, search, number, root","['search', 'tree', 'output', 'if', 'perform', 'level', 'order', 'traversal', 'tree']","Insert the arrayinto a Self-BalancingBinary Search Tree. What is the output if you perform a Level-Order Traversal on the tree?
"
1172,1172,30.0,0.14059999585151672,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","['best', 'describe', 'happen', 'pass', 'ashell', 'sort', 'assume', 'compare', 'if', 'compare', 'if', 'small', 'if', 'perform', 'swap', 'reach', 'array', 'repeat', 'otherwise', 'do']","Which statement best describes what happens when you sort an array, arr, of length n during one pass of aShell (k-)Sort(assuming k<n)?
"
1173,1173,29.0,0.2851000130176544,"hash, table, function, number, bucket, find, use, close, step, insert","['consider', 'closed', 'hash', 'table', 'linear_probing', 'load_factor', 'for', 'low', 'value', 'expect', 'number', 'step', 'find', 'item', 'exceed']","Consider a closed hash table with linear probing and load factor L. For what lowest value of L does the expected number of steps to find an item exceed 2?
"
1174,1174,4.0,0.14790000021457672,"store, must, number, able, book, like, quickly, application, product, could","['follow', 'sort', 'stable', 'if', 'retain', 'order', 'equal', 'elementsie', 'if', 'come', 'unsorted', 'list', 'come', 'sorted', 'list', 'sort']","Which of the following sorting algorithms is NOT stable?An algorithm is stable if it retains the order of equal elements.Ie: if x = y and x comes before y in the unsorted list, then x will come before y in the sorted list.
"
1175,1175,31.0,0.14890000224113464,"tree, node, binary, follow, avl, traversal, order, search, number, root","['correct', 'order', 'operation', 'for', 'post', 'order', 'traversal', 'binary', 'tree', 'process', 'leave', 'process', 'right', 'process', 'current', 'node']","What is the correct order of operations for a post-order traversal of a binary tree?
"
1176,1176,31.0,0.15610000491142273,"tree, node, binary, follow, avl, traversal, order, search, number, root","['maximum', 'number', 'child', 'node', 'leaf', 'node']","What is the maximum number of child nodes that a leaf node can have?
"
1177,1177,47.0,0.16349999606609344,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['runtime', 'for', 'input', 'size', 'asymptotic', 'time', 'complexity']","An algorithm has a runtime, for input size n, of T(n)=10000n4+0.075n2+0.091n+102500.What is the asymptotic time complexity of this algorithm?
"
1178,1178,32.0,0.34209999442100525,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['time', 'complexity', 'use', 'definition', 'give', 'week', 'lecture', 'slide', 'fix', 'assume', 'low', 'possible', 'value', 'ofb', 'for', 'definition', 'hold']","An algorithmhas time complexity. Using the Definition of Big-Oh as given in the 2019 Week 1a Lecture (slide 14), fix B = 5.Assuming, what is the lowest possible value ofb for which the definition holds?
"
1179,1179,53.0,0.37070000171661377,"need, company, for, real, system, large, tell, entry, priority, find","['phone', 'network', 'provider', 'wish', 'store', 'mobile', 'number', 'for', 'customer', 'large', 'amount', 'people', 'application', 'need', 'able', 'remove', 'new', 'mobile', 'number', 'quickly', 'for', 'customer', 'join', 'leave', 'provider', 'company', 'want', 'able', 'determine', 'quickly', 'whether', 'individual', 'specific', 'name', 'customer', 'able', 'retrieve', 'phone', 'number', 'datum', 'structure', 'would', 'appropriate', 'store', 'phone', 'number', 'memory']","A phone network provider wishes to store the mobile numbers for their customers (a large amount of people). The application needs to be able to add and remove new mobile numbers quickly, for when a customer joins or leaves the provider, and the company wants to be able to determine quickly whether an individual with a specific name is a customer, and be able to retrieve their phone number. Which data structure would be MOST appropriate to store the phone numbers in memory?
"
1180,1180,42.0,0.5803999900817871,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","['suppose', 'employee', 'sale', 'department', 'large', 'car', 'manufacture', 'company', 'task', 'reduce', 'cost', 'transport', 'new', 'car', 'dealership', 'factory', 'order', 'maximise', 'profitsbelow', 'graph', 'cost', 'associate', 'deliver', 'single', 'car', 'dealership', 'location', 'factory', 'location', 'use', 'djikstra', 'algorithm', 'calculate', 'cheap', 'cost', 'deliver', 'dealership', 'factory']","Suppose that you are an employee in the sales department at a large car manufacturing company, (i.e. Honda). Your boss has tasked you with reducing the cost of transporting new cars to dealerships from the factory, in order to maximise profits.Below is a graph with the costs associated with delivering a single car to dealerships from other locations, our factory is at location A. Using Djikstra's Algorithm, calculate the cheapest costs to deliver to each dealership from our factory at A.
"
1181,1181,31.0,0.3416999876499176,"tree, node, binary, follow, avl, traversal, order, search, number, root","['provide', 'follow', 'number', 'if', 'perfectly', 'balance', 'binary', 'search', 'tree', 'construct', 'array', 'number', 'root', 'node']","An array is provided with the following numbers: {16, 87, 54, 98, 61, 33, 74}. If a perfectly balanced binary search tree is constructed from this array, which number will be in the root node?
"
1182,1182,45.0,0.2662000060081482,"list, link, array, follow, middle, insert, faster, would, add, singly","['for', 'list', 'fastest', 'try', 'sort', 'define', 'list', 'without', 'mind', 'memory', 'quick', 'sort', 'pivot', 'choose', 'end', 'list']","For the list: 9,1,2,3,10,4,5,6,8Which of the algorithm will be the fastest when trying to sort the above defined list without minding about the memory.
"
1183,1183,32.0,0.10109999775886536,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['function', 'low', 'growth_rate', 'log']","Which of these functions has the lowest growth rate?
"
1184,1184,48.0,0.2888999879360199,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['order', 'vertex', 'settle', 'apply', 'graph', 'determine', 'length', 'short', 'path', 'vertex']","In what order are the vertices 'settled' whenDijkstra’s Algorithm is applied to the below graph to determine the lengths of the shortest paths from A to all other vertices?
"
1185,1185,48.0,0.15620000660419464,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['execute', 'follow', 'graph', 'acfe']","After executing the Dijkstra's algorithm on the following graph what is the shortest path from A to E?
"
1186,1186,31.0,0.22169999778270721,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'bst', 'valid', 'avl', 'tree']","Which of the following BSTs is not a valid AVL Tree?
"
1187,1187,31.0,0.2987000048160553,"tree, node, binary, follow, avl, traversal, order, search, number, root","['picture', 'show', 'balanced', 'avl', 'tree', 'balanced', 'avl', 'tree', 'look_like']","The picture below shows a balanced AVL Tree.If I were to insert 10 (or '0010') into the tree. What will the balanced AVL Tree look like after?
"
1188,1188,35.0,0.1728000044822693,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'comparison', 'sort', 'count']","Which one of the following sorting algorithms, is a non-comparison sorting algorithm?
"
1189,1189,29.0,0.11100000143051147,"hash, table, function, number, bucket, find, use, close, step, insert","['follow', 'hash', 'function', 'current', 'reccomendation']","Which one of the following hash functions is the current reccomendation?
"
1190,1190,35.0,0.1412999927997589,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'use', 'sort', 'part']","Which of the following sorting algorithms, uses h-sorting as part of its alogorithm?
"
1191,1191,31.0,0.16410000622272491,"tree, node, binary, follow, avl, traversal, order, search, number, root","['time', 'complexity', 'tree', 'traversal', 'method', 'binary', 'treeie', 'pre', 'order', 'post', 'order']","What is the time complexity of Tree traversal Methods in a binary tree?i.e. Pre-Order, Post-Order etc
"
1192,1192,35.0,0.22310000658035278,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'stable', 'sort']","Which one of the following sorting algorithms, is not a stable sorting algorithm?
"
1193,1193,44.0,0.36910000443458557,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","['consider', 'question', 'cryptography', 'ensure', 'replace', 'public', 'key', 'alice', 'public', 'key', 'sign', 'certificate', 'authority']","Consider this question on cryptography: To ensure Eve doesn't replace Alice's public key with her own, what can Alice do?
"
1194,1194,53.0,0.24449999630451202,"need, company, for, real, system, large, tell, entry, priority, find","['rsa', 'encryption', 'system', 'base', 'presumed', 'difficulty', 'offactore', 'large', 'integer']","What is the RSA encryption system based on?
"
1195,1195,41.0,0.20440000295639038,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['run', 'sort', 'shellsorting', 'follow', 'sort', 'sort', 'follow', 'array', 'give', 'follow', 'array']","Running a 7-sort (Shellsorting) followed by a 4-sort and then a 2-sort on the following array [10,5,7,11,15,3,4,9] will give which of the following arrays.
"
1196,1196,41.0,0.18549999594688416,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['quick', 'sort', 'ascend', 'complexity', 'datum', 'enter', 'descend', 'order']","When is quick sort (ascending) not of O(nlogn) complexity?
"
1197,1197,29.0,0.6100999712944031,"hash, table, function, number, bucket, find, use, close, step, insert","['use', 'formula', 'taught', 'lecture', 'average', 'number', 'step', 'take', 'find', 'element', 'close', 'hash', 'table', 'use', 'linear_probe', 'many', 'step', 'take', 'find', 'if', 'hash', 'algorithmhash', 'table', 'hashing', 'hash', 'table', 'total', 'bucket', 'average', 'number', 'step', 'number', 'step', 'find']","Using the formula we were taught in lectures, what is the average number of steps it will take to find an element in this closed hash table using linear probing? And, how many steps will it take to find '4' if we use this hashing algorithm?Hash Table:[ , , , ,12,1,4,7]Hashing Algorithm:(x2-4) % 8(Hint: Hash table has 8 total buckets)
"
1198,1198,35.0,0.18140000104904175,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'unstable', 'shell']","Which of the following sorting algorithms is unstable?
"
1199,1199,44.0,0.1444000005722046,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","['follow', 'reason', 'different', 'datum', 'structure', 'algorithm', 'may', 'use', 'for', 'different', 'problem']","Which of the following are reasons why different data structures or algorithms might be used for different problems?
"
1200,1200,27.0,0.14180000126361847,"for, follow, int, code, runtime, method, get, correctly, property, class","['follow', 'for', 'int', 'log']","what is O(n) of the following function,for(int i = 0; i <= n; i++){ for(int j = 0; j <= n; j++){ j++; }}
"
1201,1201,31.0,0.23409999907016754,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'statement', 'avl', 'tree', 'true', 'for', 'node', 'node', 'right', 'sub', 'treemust', 'strictly', 'great', 'node', 'value']","Which of the following statements about AVL trees is NOT true?
"
1202,1202,35.0,0.09650000184774399,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['use', 'represent', 'average', 'complexity', 'algorithm']","Which one is used to represent the average complexity of an algorithm?
"
1203,1203,27.0,0.47209998965263367,"for, follow, int, code, runtime, method, get, correctly, property, class","['accord', 'follow', 'source', 'code', 'file', 'statement', 'code', 'theformula', 'for', 'elementary', 'for', 'big', 'complexity', 'class', 'code', 'measure', 'runtime', 'code', 'time', 'average', 'running', 'time', 'get', 'fairly', 'precise', 'runtime', 'change', 'type', 'input', 'output', 'stringbuffer', 'resultappend', 'reduce', 'runtime', 'follow', 'statement', 'true']","According to thethe following source code file StringRepeater.java:There are four statements about this code:(1). Theformula for the elementary operationsin this code is T(n)= 4+4n.(2). For big n, the complexity class of this code is O(n^2).(3).To measure the runtime of this code, we can test this code in 500 times or more, and average the running time to get a fairly precise runtime.(4).Changing the type of the input and output as StringBuffer, and change the loop code ""result.append(s)"" can reduce the runtime of the code.Which of the following statements are true?
"
1204,1204,38.0,0.1657000035047531,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","['piece', 'code', 'run', 'simultaneously', 'know', 'thread']","Two or more pieces of code running simultaneously are known as what?
"
1205,1205,29.0,0.3885999917984009,"hash, table, function, number, bucket, find, use, close, step, insert","['suppose', 'follow', 'hash', 'table', 'implement', 'use', 'linear_probing', 'hash', 'function', 'use', 'function', 'element', 'enter', 'follow', 'order', 'element', 'could', 'add', 'table', 'iv']","Suppose you have the following hash table, implemented using linear probing, and that the hash function we are using is the function, h(x) = x mod 9.0 1 2 3 4 5 6 7 8 [hash ids]9 18 12 3 14 4 21 [elements entered]Which of the following are orders in which the elements could have been added to the table:(i) 9, 14, 4, 18, 12, 3, 21(ii) 12, 3, 14, 18, 4, 9, 21(iii) 12, 14, 3, 9, 4, 18, 21(iv) 9, 12, 14, 3, 4, 21, 18(v) 12, 9, 18, 3, 14, 21, 4 ?
"
1206,1206,59.0,0.13199999928474426,"int, while, return, integer, problem, random, count, sum, birthday, test","['implementation', 'selection', 'sort', 'sort', 'random', 'integer', 'long', 'algorithm', 'likely', 'take', 'sort', 'random', 'integer', 'second']","An implementation of the selection sort algorithm takes 2 seconds to sort 10^5 random Integers. How long will the same algorithm likely take to sort 10^6 random integers?
"
1207,1207,35.0,0.2045000046491623,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
1208,1208,35.0,0.2045000046491623,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
1209,1209,38.0,0.18860000371932983,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","['carey', 'rule', 'sort', 'choose', 'sort', 'algorithm', 'understand', 'requirement', 'problem']","Which one of these is one of Carey's rules of sorting
"
1210,1210,29.0,0.22139999270439148,"hash, table, function, number, bucket, find, use, close, step, insert","['calculate', 'for', 'hash', 'table', 'load', 'maxno', 'bucket', 'require', 'total', 'bucket', 'array']","How do you calculate the load factor for a Hash Table
"
1211,1211,31.0,0.24250000715255737,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'order', 'binary', 'tree', 'traversal', 'process', 'node', 'leave', 'subtreeprocess', 'current', 'nodeprocess', 'node', 'subtree']","Which of the following is in-order binary tree traversal?
"
1212,1212,27.0,0.10189999639987946,"for, follow, int, code, runtime, method, get, correctly, property, class","['follow', 'property', 'if']","Which of the following is not a property of the Upper Bound O(n)?
"
1213,1213,35.0,0.19220000505447388,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['stable', 'sort', 'sort', 'keep', 'equal', 'value', 'item', 'order', 'sort']","What is a stable sorting algorithm?
"
1214,1214,49.0,0.29760000109672546,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","['big', 'theta', 'big', 'omega', 'mean', 'use', 'for', 'estimate', 'complexity', 'run', 'time', 'instruction', 'require', 'estimate', 'identify', 'aka', 'bad', 'case', 'wherever', 'possible', 'complexityo', 'estimate', 'identify', 'lower', 'bind', 'aka', 'good', 'case']","When are O(Big-Oh), ?(Big-Theta), and O(Big-Omega), meant to be used for estimating complexity/run times/instructions required?
"
1215,1215,27.0,0.09000000357627869,"for, follow, int, code, runtime, method, get, correctly, property, class","['for', 'array', 'if', 'datum', 'for', 'non', 'parent']","For a heap in an array if the data for a non-root node is in array[i], where is its parent?
"
1216,1216,29.0,0.30390000343322754,"hash, table, function, number, bucket, find, use, close, step, insert","['follow', 'true', 'for', 'open', 'hash', 'table', 'increase', 'affect', 'average', 'number', 'step', 'need', 'insert', 'find', 'item']","Which of the following is NOT true for an open hash table:
"
1217,1217,32.0,0.15800000727176666,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['definition', 'lower', 'bind', 'big', 'omega', 'iff', 'constant', 'for']","Which of these is the definition of the lower bound?
"
1218,1218,16.0,0.09679999947547913,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['follow', 'statement', 'true', 'none']","Which are the following statements are true?
"
1219,1219,29.0,0.39649999141693115,"hash, table, function, number, bucket, find, use, close, step, insert","['closed', 'hash', 'table', 'slot', 'number', 'element', 'store', 'hash', 'table', 'currently', 'average', 'number', 'step', 'need', 'find', 'element']","There is a closed hash table with 120 slots, the number of elements stored in this hash table currently is 90.What is the average number of steps needed to find an element?
"
1220,1220,31.0,0.15129999816417694,"tree, node, binary, follow, avl, traversal, order, search, number, root","['complexity', 'for', 'intree', 'method', 'for', 'binary', 'avl', 'tree', 'height', 'layer']","What is the worstcase complexity for the ""inTree"" method for a binary AVL tree with height of m layers?
"
1221,1221,41.0,0.19050000607967377,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['sort', 'would', 'result', 'follow', 'step', 'while', 'sort', 'insertion', 'sort']","Which sorting algorithm would result in the following steps while sorting [2,9,7,4] ?[2,9,7,4] ?[2,9,7,4][2,9,7,4] ?[2,9,4,7][2,9,4,7] ?[2,4,7,9]
"
1222,1222,31.0,0.15289999544620514,"tree, node, binary, follow, avl, traversal, order, search, number, root","['valid', 'avl', 'tree']","Which of these IS a valid AVL Tree?
"
1223,1223,45.0,0.18219999969005585,"list, link, array, follow, middle, insert, faster, would, add, singly","['follow', 'statement', 'data', 'structure', 'false', 'always', 'faster', 'find', 'element', 'skip', 'list', 'link', 'list']","Which of the following statements about linear data structures is FALSE?
"
1224,1224,48.0,0.10670000314712524,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['for', 'direct', 'graph']","What is the adjacency matrix for this directed graph?
"
1225,1225,35.0,0.303600013256073,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['stable', 'sort', 'algorithm', 'stable', 'sort', 'algorithm', 'maintain', 'relative', 'order', 'record', 'equal', 'key']","What is the definition of a stable sorting algorithm?
"
1226,1226,47.0,0.2264000028371811,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['give', 'selection', 'sort', 'time', 'complexity', 'for', 'unsorte', 'set', 'data', 'time', 'complexity', 'selection', 'sort', 'for', 'sorted', 'set', 'datum']","Given that selection sort has a time complexity of O(n^2) for an unsorted set of data, what is the time complexity of selection sort for a sorted set of data?
"
1227,1227,41.0,0.16580000519752502,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['bad', 'case', 'complexity', 'quick', 'sort', 'scenario', 'occur', 'pivot', 'repeatedly', 'choose', 'small', 'element', 'list']","What is the worst case complexity of quick sort and in what scenario will this occur?
"
1228,1228,8.0,0.0982000008225441,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['quicksort', 'good', 'case', 'performance', 'log']","What is Quicksort's best case performance?
"
1229,1229,31.0,0.1728000044822693,"tree, node, binary, follow, avl, traversal, order, search, number, root","['order', 'for', 'traversal', 'binary', 'tree', 'element']","What is the order for traversal of a binary tree with n elements?
"
1230,1230,47.0,0.09260000288486481,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['case', 'run', 'time', 'complexity', 'merge', 'nlogn']","What is the wprst case run time complexity of merge sort?
"
1231,1231,16.0,0.10100000351667404,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['follow', 'statement', 'true']","Which of the following statements are true?:
"
1232,1232,11.0,0.3398999869823456,"search, binary, list, name, find, however, average, skip, suppose, interpolation","['type', 'search', 'sequential', 'search', 'check', 'element', 'list', 'match', 'find', 'whole', 'list', 'search', 'describe', 'search']","""In this type of search, a sequential search checks each element of a list, one by one, until a match is found or the whole list has been searched""Describes which searching algorithm?
"
1233,1233,27.0,0.13500000536441803,"for, follow, int, code, runtime, method, get, correctly, property, class","['give', 'final', 'value', 'algorithmint', 'for', 'for']","Given n = 4, what is the final value of k in the below algorithm.int k = 0;for (int i=0; i<n; i++){ for (int j=n; j>0; j=j/2){ k++; }}
"
1234,1234,29.0,0.1445000022649765,"hash, table, function, number, bucket, find, use, close, step, insert","['would', 'appropriate', 'hashing', 'algorithm', 'for', 'follow', 'list', 'name', 'numerical', 'value', 'first', 'letter', 'name', 'store', 'correspond', 'position', 'hash', 'table']","Which of these would be an appropriate hashing algorithm for the following list of names:Harry, Morgana, Ron, Gandalf, Derren, Alastair, Merlin, Hermione, Mordred
"
1235,1235,47.0,0.19099999964237213,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['give', 'final', 'value', 'algorithm', 'run', 'time', 'complexity', 'call', 'oint', 'for', 'for']","Given n = 5, what will be the final value of k in the algorithm below & what is it's run time complexity, which we'll call O?int k = 0;for (int i=0; i<n; i++){ for (int j=i; j<n; j++){ k = k++; }}
"
1236,1236,15.0,0.15809999406337738,"difference, choice, set, programming, quickly, can, critical, powerful, safety, application","['follow', 'difference', 'graph', 'binary', 'tree', 'binary', 'tree', 'child', 'multiple', 'parentsin', 'graph', 'can', 'loop', 'circuit']","Which of the following is NOT the difference between a Graph and a Binary Tree?
"
1237,1237,29.0,0.4514000117778778,"hash, table, function, number, bucket, find, use, close, step, insert","['follow', 'answer', 'describe', 'correct', 'process', 'collision', 'handling', 'close', 'hash', 'table', 'linear_probing', 'collision', 'move', 'across', 'hash', 'table', 'open', 'slot', 'find', 'if', 'reach', 'end', 'hash', 'table', 'loop', 'back', 'begin', 'if', 'open', 'slot', 'return', 'hash', 'table', 'full']","Which of the following answers describes the correct process of collision handling in a closed hash table with linear probing?
"
1238,1238,41.0,0.18279999494552612,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['correct', 'definition', 'stable', 'sort', 'algorithm', 'sort', 'take', 'account', 'initial', 'order', 'list', 'maintain', 'order', 'equal', 'value', 'element']","Which of these is the correct definition of a stable sorting algorithm?
"
1239,1239,59.0,0.21459999680519104,"int, while, return, integer, problem, random, count, sum, birthday, test","['complexity', 'follow', 'codeint', 'int', 'count', 'for', 'for', 'count', 'return', 'count']","What is the complexity of the following code?int f( int n, int m) { int count = 0; for (int i = n; i > 0; i--) { for (int j = 0; j < m; j = j + 2) { count++; } } return count;}
"
1240,1240,41.0,0.2921000123023987,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['sort', 'would', 'follow', 'intermediate', 'step', 'while', 'sort', 'selection', 'sort']","Which sorting algorithm would have the following intermediate steps while sorting ?
"
1241,1241,29.0,0.1315000057220459,"hash, table, function, number, bucket, find, use, close, step, insert","['formula', 'provide', 'theload', 'factor', 'hash', 'table']","Which of these formulas will provide theload factor of a hash table?
"
1242,1242,25.0,0.14920000731945038,"none, option, select, avoid, andcomplexity, formation, skew, technique, collision, design","['technique', 'avoid', 'collision']","What technique can avoid collision?
"
1243,1243,0.0,0.09560000151395798,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","['common', 'type', 'traversal', 'depth', 'first']","What are the two common types of graph traversal?
"
1244,1244,8.0,0.09740000218153,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['sort', 'theworst', 'space', 'efficiency', 'mergesort']","Which of these sorting algorithms has theworst space efficiency?
"
1245,1245,7.0,0.06469999998807907,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce",['respectively'],"What are the complexity of linear search algorithm, binary search algorithm and merge sort algorithm respectively?
"
1246,1246,47.0,0.09809999912977219,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['transitivity', 'term', 'time', 'complexity', 'if']","What is transitivity? In terms of time complexity.
"
1247,1247,16.0,0.1039000004529953,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['statement', 'istrue', 'none']","Which of these statements istrue? An adjacency matrix is...
"
1248,1248,8.0,0.06069999933242798,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['perform', 'bad', 'none']","In which order will mergesort perform the WORST?
"
1249,1249,31.0,0.25450000166893005,"tree, node, binary, follow, avl, traversal, order, search, number, root","['depth', 'first', 'search', 'equivalent', 'traversal', 'binary', 'tree', 'pre', 'order', 'traversal']","Depth First Search is equivalent to which of the traversal in the Binary Trees?
"
1250,1250,45.0,0.19660000503063202,"list, link, array, follow, middle, insert, faster, would, add, singly","['average', 'runtime', 'complexity', 'array', 'list', 'add', 'operation', 'if', 'resize', 'double', 'array', 'size']","What is the average runtime complexity of an Array list's add operation? (if resize doubles array size)
"
1251,1251,29.0,0.37369999289512634,"hash, table, function, number, bucket, find, use, close, step, insert","['follow', 'advantage', 'use', 'open', 'hash', 'table', 'close', 'hash', 'table', 'open', 'hash', 'table', 'use', 'less', 'memory']","Which of the following is NOT an advantage of using open hash table over closed hash table.
"
1252,1252,31.0,0.0989999994635582,"tree, node, binary, follow, avl, traversal, order, search, number, root","['binary', 'search', 'tree', 'correct', 'figure']","Which binary search tree is correct in the figure?
"
1253,1253,40.0,0.1137000024318695,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","['tree', 'equivalent', 'link', 'list', 'head', 'pointer', 'root', 'node']","What is the tree equivalent of a linked-list 'head' pointer?
"
1254,1254,45.0,0.17520000040531158,"list, link, array, follow, middle, insert, faster, would, add, singly","['operation', 'low', 'average', 'runtime', 'complexity', 'singly', 'link', 'list', 'add']","What operation has the lowest average runtime complexity in a singly linked list.
"
