,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
874,874,874,35.0,0.25290000438690186,"int, if, for, while, return, follow, code, mean, sum, new","['big', 'for', 'random', 'value', 'else', 'if', 'for', 'else', 'for', 'int']","What is the Big-O of the code below for a random value of j?if( j>=0 && j<=5) a+=5;else if( j<0){ for(int i = 0; i<=n; i++){ a+=3; }}else{ for(int i = 0; i<n*n; i++){ a+=8; }}
"
875,875,875,35.0,0.1097000017762184,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['complexity', 'bad', 'case', 'scenario', 'for', 'quicksort']","What is the complexity of the worst-case scenario for quicksort?
"
876,876,876,25.0,0.23149999976158145,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['skip', 'list', 'contain', 'lane', 'use', 'organise', 'average', 'combined', 'sum', 'pointer', 'lane', 'close']","A skip list containing lanes from 0 to 12 is used to organise 262000 elements.On average, what will the combined sum of pointers in lanes 3, 8 and 11 be closest to?
"
877,877,877,25.0,0.1242000013589859,"for, time, complexity, search, runtime, function, none, follow, correct, give","['provide', 'limited', 'runtime', 'complexity', 'insert', 'find', 'remove', 'for']","Provided that the load factor is limited, what is the runtime complexity of insert, find and remove for a hashtable?
"
878,878,878,29.0,0.1476999968290329,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['follow', 'statement', 'true']","Which of the following statements are true?
"
879,879,879,36.0,0.1315000057220459,"for, time, complexity, search, runtime, function, none, follow, correct, give","['correct', 'order', 'asymptotic', 'complexity', 'fastest', 'slow']","Which of the below is the correct order of asymptotic complexity, from fastest to slowest
"
880,880,880,2.0,0.37560001015663147,"tree, binary, node, avl, search, child, root, follow, height, leaf","['binary', 'search', 'tree', 'binary', 'tree', 'avl', 'tree', 'type', 'tree', 'special', 'type']","Binary Search Trees, Binary Trees and AVL Trees are all types of Tree, but which is a special type of which?
"
881,881,881,2.0,0.1776999980211258,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'divide', 'conquer', 'strategy']","Which of the following sorting algorithms use a 'Divide & Conquer' strategy?
"
882,882,882,36.0,0.13019999861717224,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'first', 'last', 'node', 'process', 'order', 'traversal', 'binary', 'tree']","In which order (from first to last) are nodes processed by an In-Order traversal of a binary tree?
"
883,883,883,17.0,0.09849999845027924,"for, time, complexity, search, runtime, function, none, follow, correct, give","['bad', 'case', 'run', 'time', 'bst', 'search', 'for', 'tree', 'value']","What is the worst case run time of a BST search for a tree with N values?
"
884,884,884,2.0,0.17960000038146973,"tree, binary, node, avl, search, child, root, follow, height, leaf","['many', 'different', 'order', 'character', 'insert', 'avl', 'tree', 'describe', 'lecture']","How many different orders of the characters 'B', 'A', 'T', 'H' can be inserted into the AVL tree described in lectures, such that preorder traversal will return ""BATH""?
"
885,885,885,2.0,0.1103999987244606,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['definition', 'precision']","What is the definition of precision?
"
886,886,886,41.0,0.11029999703168868,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['definition', 'precision']","What is the definition of precision?
"
887,887,887,41.0,0.12700000405311584,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'false', 'complete', 'binary', 'tree']","Which of the following is false about a complete binary tree?
"
888,888,888,23.0,0.34150001406669617,"hash, table, bucket, open, insert, close, key, function, slot, closed","['insert', 'follow', 'element', 'standard', 'close', 'hashtable', 'linear_probing', 'right', 'order', 'hash', 'function', 'form', 'slot', 'hashtable']","Insert the following elements into a standard closed hashtable with linear probing (to the right): 22, 9, 3, 16, 6, 29, 12, 26, in that order. The hash function has the form h(x) = x % 8 (with slots 0,...,7). What does the hashtable look like?
"
889,889,889,23.0,0.2215999960899353,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'always', 'stable']","Which of the following sorting algorithms is always stable?
"
890,890,890,36.0,0.1216999962925911,"tree, binary, node, avl, search, child, root, follow, height, leaf","['avl', 'tree', 'maximum', 'balance', 'factor', 'node', 'need', 'balance']","In an AVL Tree, what is the maximum balance factor a node can have before it needs re-balancing?
"
891,891,891,2.0,0.13930000364780426,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'bad', 'complexity']","Which of the following is the worst complexity?
"
892,892,892,36.0,0.01669999957084656,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is a ADT?
"
893,893,893,12.0,0.10140000283718108,"number, find, take, step, item, average, many, give, second, if","['use', 'binary', 'search', 'datum', 'set', 'element', 'maximum', 'number', 'iteration', 'would', 'take', 'find', 'specific', 'element']","Using binary search with a data set with 1,048,576 elements, what is the maximum number of iterations would it take to find a specific element?
"
894,894,894,38.0,0.2046000063419342,"datum, structure, data, space, implement, possible, memory, store, work, for","['follow', 'data', 'structure', 'difficult', 'datum']","Which of the following data structures is it difficult to remove data from?
"
895,895,895,27.0,0.2831999957561493,"would, use, result, determine, create, sequence, state, maxheap, num, body","['would', 'resultant', 'maxheap', 'add', 'number', 'maxheap', 'image', 'create', 'use', 'drawio']","What would be the resultant maxheap after adding the number ""15"" to the maxheap (All images created using draw.io):
"
896,896,896,27.0,0.14020000398159027,"hash, table, bucket, open, insert, close, key, function, slot, closed","['mean', 'for', 'open', 'hash', 'table']","What is meant by the the Load Factor (L) for an Open Hash Table?
"
897,897,897,23.0,0.14920000731945038,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['big', 'time', 'complexity', 'level', 'order', 'traversal', 'for', 'tree', 'structure', 'node', 'pick', 'small', 'upper_bound', 'applie']","What is the Big-O time complexity of Level Order Traversal for a tree structure with n nodes? (Pick the smallest upper bound which applies.)
"
898,898,898,52.0,0.12919999659061432,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['select', 'correct', 'statement', 'time', 'complexity', 'big', 'notation']","Select the correct statement about time complexity (Big-O notation).
"
899,899,899,29.0,0.12700000405311584,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['sort', 'algorithm', 'use', 'low', 'ram', 'embed', 'system']","Which sorting algorithms are used in some low RAM embedded systems?
"
900,900,900,35.0,0.308899998664856,"int, if, for, while, return, follow, code, mean, sum, new","['bad', 'case', 'average', 'case', 'good', 'case', 'complexitie', 'if', 'sum', 'return', 'for', 'int', 'sum', 'if', 'sum', 'for', 'int', 'sum']","What is the O (worst case), ? (average case), and O (best case) complexities of this method:void foo(int sum) { if(sum == 0) { return; } for (int i = 0 ; i < n*n ; i++) { sum += i + n; } if(sum == 5000) { for (int i = 0 ; i < n*n*n ; i++) { sum += i; } }}
"
901,901,901,35.0,0.17229999601840973,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['insert', 'value', 'binary', 'search', 'tree', 'many', 'singular', 'rotation', 'occur', 'direction', 'final', 'rotation', 'order', 'for', 'perfectly_balanced']","Inserting the values 1, 2, 3, 4, 5, 6, 7 into a binary search tree, how many singular rotations occur and what is the direction of the final rotation in order for it to be perfectly balanced?
"
902,902,902,2.0,0.19169999659061432,"tree, binary, node, avl, search, child, root, follow, height, leaf","['maximum', 'number', 'element', 'insert', 'root', 'leave', 'sub', 'tree', 'tree', 'avl', 'tree', 'include', 'insertion', 'cause', 'unbalance', 'part', 'answer']","With the BST below, what is the maximum number of elements which can be inserted into the root's left sub-tree until the tree is not an AVL tree (include the insertion which causes the unbalance as part of your answer)?5 \ 6
"
903,903,903,2.0,0.19059999287128448,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'closed', 'hash', 'table']","Which is a valid comparison between open and closed hash tables?
"
904,904,904,23.0,0.09109999984502792,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'false']","Which of the following statements is false?
"
905,905,905,2.0,0.3779999911785126,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['faster', 'link', 'list', 'array', 'insert', 'new', 'item', 'front', 'remove', 'item', 'middle']","Which is faster (linked list or array) when1) inserting a new item at front?2) removing an item from the middle?
"
906,906,906,25.0,0.09740000218153,"for, time, complexity, search, runtime, function, none, follow, correct, give","['time', 'complexity', 'add', 'deleting', 'item']","What is the time complexity of adding and deleting items in a priority queue
"
907,907,907,50.0,0.09730000048875807,"for, time, complexity, search, runtime, function, none, follow, correct, give","['time', 'complexity', 'add', 'deleting', 'item']","What is the time complexity of adding and deleting items in a priority queue
"
908,908,908,50.0,0.1387999951839447,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['average', 'case', 'run', 'time']","What is the average case run-time of heap sort?
"
909,909,909,50.0,0.19910000264644626,"element, add, index, end, move, place, ie, first, assume, contain","['assume', 'index', 'array', 'representation', 'index', 'right', 'child', 'index']","Assuming 0 indexed array representation of a heapwhat is the index of the right child of the node at index 5
"
910,910,910,50.0,0.19910000264644626,"element, add, index, end, move, place, ie, first, assume, contain","['assume', 'index', 'array', 'representation', 'index', 'right', 'child', 'index']","Assuming 0 indexed array representation of a heapwhat is the index of the right child of the node at index 5
"
911,911,911,50.0,0.1745000034570694,"element, add, index, end, move, place, ie, first, assume, contain","['store', 'index', 'index', 'parent', 'item', 'index']","Assume a heap stored at an 0 indexed array.What is the index of the parent of the item in index 5.
"
912,912,912,50.0,0.1745000034570694,"element, add, index, end, move, place, ie, first, assume, contain","['store', 'index', 'index', 'parent', 'item', 'index']","Assume a heap stored at an 0 indexed array.What is the index of the parent of the item in index 5.
"
913,913,913,35.0,0.2400999963283539,"int, if, for, while, return, follow, code, mean, sum, new","['incorrect', 'implementation', 'selection', 'sort', 'for', 'sort', 'item', 'ascend', 'order', 'wrong', 'code', 'may', 'assume', 'for', 'int', 'int', 'minindex', 'for', 'if', 'minindex']","Below is an incorrect implementation of Selection Sort for sorting items in ascending order. What is wrong with the code? You may assume the swap function is correct.void selectionSort(int a[], int n){ for (int i = 0; i < n-1; i++){ int minIndex = i; for (int j = i + 1; j < n-1; j++){ if (a[j] < a[minIndex]){ minIndex = j; } } swap(a, i, minIndex); }}
"
914,914,914,35.0,0.2061000019311905,"hash, table, bucket, open, insert, close, key, function, slot, closed","['possible', 'remove', 'entry', 'closed', 'hash', 'table', 'linear_probing']","Why is is not possible to remove an entry from a Closed Hash Table with Linear Probing?
"
915,915,915,23.0,0.09700000286102296,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'list', 'number', 'look_like', 'different', 'layer', 'quick', 'sort', 'pivot', 'use', 'thefirst', 'element']","what will the following list of numbers look like at different layers of Quick Sort? (where the pivot used is thefirst element)6, 5, 3, 4, 1, 8, 7, 2, 9
"
916,916,916,20.0,0.2345999926328659,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'give', 'input', 'likely', 'amount', 'elementary_operation', 'for']","A quadratic time algorithm uses 27 elementary operations when given an input n=10. What is the (most likely) amount of elementary operations for n=1000?
"
917,917,917,20.0,0.12929999828338626,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['would', 'balance', 'value', 'node', 'value', 'avl', 'tree']","From the diagram (above), what would the balance value of the node with value ""Ronda"" be? Is this an AVL tree?
"
918,918,918,2.0,0.1272999942302704,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['average', 'runtime', 'sort', 'algorithm', 'big', 'notation']","What is the average runtime of these sorting algorithms? (in Big O notation)InsertionSortQuickSortMergeSort
"
919,919,919,35.0,0.2375999987125397,"int, if, for, while, return, follow, code, mean, sum, new","['complexity', 'follow', 'functionfor', 'int', 'int', 'while', 'sum']","What is the complexity of the following function?for (int i=0 ; i < n ; i++){ int k = n; while (k > 1){ sum++; k = k/2; }}
"
920,920,920,35.0,0.096500001847744,"for, time, complexity, search, runtime, function, none, follow, correct, give","['let', 'function', 'if', 'big', 'complexity']","Let g, h, f1 and f2 be functions. If g(n) = O( f1(n) ) and h(n) = O( f2(n) ), what is the big-O complexity of (g(n)+h(n))?
"
921,921,921,2.0,0.29750001430511475,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'root', 'node', 'leaf', 'node', 'if', 'balanced', 'avl', 'tree']","Given 67, 54, 3, 98, 34, which is the root node and which are leaf nodes if it were a balanced AVL tree
"
922,922,922,2.0,0.16609999537467954,"element, add, index, end, move, place, ie, first, assume, contain","['average', 'many', 'node', 'would', 'expect', 'fourth', 'list', 'element', 'assume', 'first', 'lane', 'contain', 'element']","On average, how many nodes would you expect to be in the fourth lane of a skip-list with 64 elements (Assuming the first lane contains all elements)?
"
923,923,923,50.0,0.09350000321865083,"slow, fastest, linked, experimental, inefficient, factorial, gs, tocheck, jump, listd","['fastest', 'sort', 'randomly', 'order', 'linked', 'list']","Which of these algorithms should be the fastest to sort a randomly ordered linked-list?
"
924,924,924,36.0,0.149399995803833,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'bad', 'average', 'amortise', 'runtime', 'add', 'element', 'arraylist']","What is the best, worst, and average/amortised runtime of adding an element to an arraylist?
"
925,925,925,48.0,0.1022000014781952,"hash, table, bucket, open, insert, close, key, function, slot, closed","['statement', 'hash', 'table', 'false']","Which of these statements about hash tables is FALSE?
"
926,926,926,23.0,0.17900000512599945,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'set', 'sort', 'algorithm', 'stable']","Which of the following sets of sorting algorithms are all stable?
"
927,927,927,36.0,0.12080000340938568,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'list', 'number', 'iteration', 'bubble', 'sort']","What will the following list of numbers look like after 2 iterations of a bubble sort:6, 5, 3, 4, 1, 8, 7, 2, 9
"
928,928,928,36.0,0.07119999825954437,"tree, binary, node, avl, search, child, root, follow, height, leaf","['if', 'add', 'number', 'follow', 'tree', 'type', 'balance', 'algorithm', 'require']","If I was to add the number 8 to the following tree, what type of balancing algorithm will be required: (4) / \ (2) (6) \ (9)
"
929,929,929,24.0,0.1097000017762184,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'definition', 'correctly', 'describe', 'meaning', 'accuracy']","Which of the following definitions correctly describes the meaning of ""accuracy""?
"
930,930,930,41.0,0.1527000069618225,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'skip', 'list', 'element', 'would', 'compare', 'include', 'program', 'moment', 'find']","In the following skip list, which elements would be compared with ""d"", including the lane that the program is in at that moment, before ""d"" is found:Lane 1: ""a"" ""e""Lane 2: ""a"" ""c"" ""e""Lane 3: ""a"" ""b"" ""c"" ""d"" ""e""
"
931,931,931,40.0,0.19859999418258667,"number, find, take, step, item, average, many, give, second, if","['merge', 'take', 'sort', 'array', 'item', 'long', 'would', 'take', 'approximately', 'sort', 'array', 'item']","Merge sort algorithm takes 69s to sort an array of 1000 items. How long would it take (approximately) to sort an array of 10000 items?
"
932,932,932,40.0,0.06599999964237213,"tree, binary, node, avl, search, child, root, follow, height, leaf",['tree'],"Which of these is NOTa characteristic of a B+ tree?
"
933,933,933,2.0,0.19120000302791595,"tree, binary, node, avl, search, child, root, follow, height, leaf","['if', 'unbalanced', 'avl', 'tree', 'new', 'leaf', 'node', 'tree', 'balance']","If this is an unbalanced AVL tree, what are the new leaf nodes of the tree once it has been balanced? (7) / \ (5) (10) / \ (4) (9) / (1)
"
934,934,934,2.0,0.17299999296665192,"tree, binary, node, avl, search, child, root, follow, height, leaf","['implementation', 'avl', 'tree', 'would', 'want', 'rebalance', 'tree', 'insertion']","In an implementation of an AVL Tree, why would you want to rebalance the tree after insertion?
"
935,935,935,2.0,0.11190000176429747,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['statement', 'true']","Which of these statements are true?
"
936,936,936,17.0,0.3815999925136566,"right, leave, node, process, sub, current, subtree, describe, differ, left","['describe', 'process', 'node', 'leave', 'subtree', 'process', 'current', 'node', 'process', 'node', 'subtree']","What kind of traversal does this describe?1)process nodes in left subtree2)process current node3)process nodes in right subtree
"
937,937,937,17.0,0.0731000006198883,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['statement', 'false']","Which of these statements is FALSE
"
938,938,938,40.0,0.07270000129938126,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['statement', 'false']","Which of these statements is FALSE
"
939,939,939,40.0,0.2517000138759613,"tree, binary, node, avl, search, child, root, follow, height, leaf","['construct', 'perfectly_balanced', 'binary', 'tree', 'give', 'follow', 'number', 'leaf', 'node', 'leave', 'right']","When constructing a perfectly balanced binary tree given the following numbers: 40, 5, 37, 9, 100, 28, 59Which will be leaf nodes? (left to right)
"
940,940,940,2.0,0.15119999647140506,"tree, binary, node, avl, search, child, root, follow, height, leaf","['invent', 'avl', 'tree']","Who invented AVL trees?
"
941,941,941,36.0,0.181099995970726,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'fast', 'average', 'case']","Which sorting algorithm has the fastest average case?
"
942,942,942,36.0,0.17440000176429749,"number, find, take, step, item, average, many, give, second, if","['give', 'sorted', 'list', 'many', 'step', 'would', 'binary', 'search', 'take', 'find', 'list']","Given the sorted list: 10, 16, 25, 33, 52, 58, 61, 70, 100, 140How many steps would a binary search take to find 10 in the list?
"
943,943,943,40.0,0.183899998664856,"number, find, take, step, item, average, many, give, second, if","['give', 'array', 'many', 'step', 'would', 'take', 'find', 'value', 'use', 'binary']","In the given array, how many steps would it take to find the value '20' when using binary search?__________________________________| 6 | 10 | 13 | 15 | 19 | 20 | 27 | 39 | 41 | 48 |
"
944,944,944,40.0,0.10159999877214433,"int, if, for, while, return, follow, code, mean, sum, new","['int', 'for', 'perform']","int[] arr;for ( int i = 0; i < n; i++ )arr[i] = 0;What is T(n), the number of elementary operations, that this algorithm performs
"
945,945,945,40.0,0.21150000393390656,"number, find, take, step, item, average, many, give, second, if","['for', 'dictionary', 'word', 'many', 'step', 'binary', 'search', 'take', 'find', 'particular', 'word']","For a dictionary with 10,000,000 words in it, how many steps does the binary search algorithm take to find a particular word?
"
946,946,946,40.0,0.15289999544620514,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['statement', 'transitivity', 'rule']","Which of these statements is the Big-Oh transitivity rule?
"
947,947,947,36.0,0.33390000462532043,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'good', 'case', 'bad', 'case', 'time', 'complexity']","Which of the following sorting algorithms has the same best-case and worst-case time complexities?
"
948,948,948,36.0,0.1151999980211258,"number, find, take, step, item, average, many, give, second, if","['max', 'number', 'comparison', 'need', 'find', 'name', 'binary', 'search', 'follow', 'list']","What is the max number of comparisons needed to find a name with binary search in the following list:AaronAndreaBenBryceEmmaJamesJohnVictoria
"
949,949,949,40.0,0.07169999927282332,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'type']","A tree is a type of ....
"
950,950,950,2.0,0.20829999446868894,"tree, binary, node, avl, search, child, root, follow, height, leaf","['suppose', 'follow', 'avltree', 'if', 'remove', 'root', 'node', 'correctly', 'could', 'binary', 'treelook', 'like']","Suppose we have the following AVLTree. If we remove the root node 4 correctly, how could the binary treelook like after? (4) / \ / \ / \ / \ (2) (6) / \ / \ / \ / \ (1) (3) (5) (7) / \ / \ (0) (8)
"
951,951,951,2.0,0.1476999968290329,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['follow', 'statement', 'true']","Which of the following statements is true?
"
952,952,952,36.0,0.0608999989926815,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['property', 'apply', 'notation']","Which of these properties do not apply to big-Oh notation?
"
953,953,953,35.0,0.12359999865293506,"for, time, complexity, search, runtime, function, none, follow, correct, give","['let', 'real', 'number', 'time', 'complexity', 'function', 'say', 'if']","Let c,N be real numbers, and f(n), g(n) be time complexity functions.The function f(n) is said to be O(g(n)) if:
"
954,954,954,29.0,0.15230000019073486,"for, time, complexity, search, runtime, function, none, follow, correct, give","['bind', 'asymptotic', 'complexity']","Which of these is the exact bound of asymptotic complexity?
"
955,955,955,36.0,0.19020000100135806,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'fastest', 'for', 'nearly', 'sort', 'datum']","Which of the following sorting algorithms is the fastest for nearly sorted data?
"
956,956,956,36.0,0.01669999957084656,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"Which statement is incorrect?
"
957,957,957,29.0,0.17159999907016754,"hash, table, bucket, open, insert, close, key, function, slot, closed","['many', 'bucket', 'would', 'need', 'open', 'hash', 'table', 'if', 'wish', 'store', 'item', 'average', 'step', 'nearest', 'integer']","How many buckets would you need in your open hash table If you wish to store 10,000 items in an average of 1.45 steps? (To the nearest integer)
"
958,958,958,2.0,0.2110999971628189,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'follow', 'selection', 'integer', 'follow', 'would', 'valid', 'avl', 'tree']","Given the following selection of integers,2,5,11,14,17,24,51Which of the following would be valid AVL trees:1: 14 11 17 2 5 24 512: 24 14 51 5 17 2 11 3: 14 5 24 2 11 17 514: 51 17 24 2 5 11 14
"
959,959,959,2.0,0.16820000112056732,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['follow', 'image', 'represent', 'option', 'regard', 'precision', 'accuracy']","The following image represents which option in regards to its precision and accuracy.
"
960,960,960,41.0,0.16200000047683716,"right, leave, node, process, sub, current, subtree, describe, differ, left","['follow', 'unbalanced', 'avl', 'tree', 'impossible', 'balance', 'note', 'for', 'tree', 'element', 'value', 'current', 'node', 'place', 'leave', 'current', 'node']","Which of the following unbalanced AVL trees are impossible to balance? (NOTE: For these trees, elements that have the same value as the current node are placed to the left of the current node)1) 4 4 42) 9 8 83) 2 2 14) 5 1 7 1 1
"
961,961,961,17.0,0.06369999796152115,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['mean', 'precision']","what is the meaning of precision
"
962,962,962,29.0,0.09759999811649324,"tree, binary, node, avl, search, child, root, follow, height, leaf","['calculate', 'balance', 'tree', 'sub', 'tree']","how do you calculate the balance of a tree or sub-tree
"
963,963,963,17.0,0.1428000032901764,"tree, binary, node, avl, search, child, root, follow, height, leaf","['root', 'object', 'empty', 'tree']","What is in the ""root"" object of an empty tree?
"
964,964,964,6.0,0.06669999659061432,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection",['stable'],"Which of these are stable?
"
965,965,965,36.0,0.1835000067949295,"for, time, complexity, search, runtime, function, none, follow, correct, give","['exact', 'bind', 'complexity', 'for', 'follow', 'code', 'for', 'for', 'int', 'sum']","What is the exact bound complexity for the following code:for ( int i= 0; I < n; i++ ) for ( int j = 99; j < n*n; j++ ) sum++;
"
966,966,966,29.0,0.18080000579357147,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['quicksort', 'stable', 'bad', 'case', 'complexity']","Is quicksort stable? What is its worst case complexity?
"
967,967,967,36.0,0.1264999955892563,"tree, binary, node, avl, search, child, root, follow, height, leaf","['avl', 'tree', 'mean', 'if', 'node', 'balance', 'value']","In an AVL Tree, what does it mean if a node has a balance value of -1 ?
"
968,968,968,17.0,0.1347000002861023,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['true', 'false', 'transitivity', 'apply', 'use', 'omega']","True or False - Transitivity applies when using Big O, Theta and Omega?
"
969,969,969,30.0,0.10700000077486037,"number, find, take, step, item, average, many, give, second, if","['use', 'small', 'element', 'simplify', 'quick', 'sort', 'average', 'many', 'level']","When using QuickSelect, we use the k-th smallest element to simplify quick sort. On average, how many levels will there be?
"
970,970,970,40.0,0.184799998998642,"number, find, take, step, item, average, many, give, second, if","['calculate', 'average', 'number', 'step', 'need', 'find', 'empty', 'space', 'hash', 'table', 'table', 'intend', 'bucket']","Calculate the average number of steps needed to find an empty space in a hash table when the table is intended to have 57 keys and has 145 buckets in the array.
"
971,971,971,40.0,0.17870000004768372,"number, find, take, step, item, average, many, give, second, if","['if', 'take', 'second', 'process', 'element', 'take', 'second', 'process', 'result', 'complexity']","If an algorithm takes 1 second to process 1,000 elements and takes 8,000 seconds to process 20,000 results, what is its complexity?
"
972,972,972,25.0,0.4533999860286713,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'compare', 'link', 'list', 'array', 'true', 'link', 'list', 'would', 'faster', 'th', 'itemb', 'link', 'list', 'would', 'faster', 'remove', 'item', 'would', 'faster', 'insert', 'item', 'front', 'would', 'array', 'less', 'memory', 'since', 'storage', 'for', 'pointer']","Which of the following statements comparing linked lists with arrays are true:A) In a Linked List, it would be faster to get to the 110th item.B) In a Linked List, it would be faster to remove an item from the middle of it.C) In an Array, it would be be faster to insert an item in the front of it.D) Arrays use less memory since they do not use storage for pointers.
"
973,973,973,25.0,0.24779999256134036,"number, find, take, step, item, average, many, give, second, if","['give', 'close', 'hash', 'table', 'bucket', 'average', 'number', 'step', 'take', 'insert', 'find', 'item', 'if', 'maximum', 'number', 'key', 'insert']","Given a closed hash table with 50 buckets, what is the average number of steps it will take to insert/find an item if the maximum number of keys to insert is 40?
"
974,974,974,40.0,0.17470000684261322,"for, time, complexity, search, runtime, function, none, follow, correct, give","['time', 'complexity', 'for', 'binary', 'search']","What is the Time Complexity for Binary Search?
"
975,975,975,29.0,0.1315000057220459,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['if', 'follow', 'statement', 'true']","If f(n) = 2^n+ 10, g(n) = 5nlog(n), and h(n) = n^2 + log(n), which of the following statements is true?
"
976,976,976,30.0,0.098300002515316,"for, time, complexity, search, runtime, function, none, follow, correct, give","['complete', 'sentence', 'book', 'runtime', 'for']","Complete this sentence:To sort N books, the runtime for _________ is ___ .
"
977,977,977,23.0,0.27889999747276306,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table', 'almost', 'always', 'less', 'runtime', 'efficient', 'closed', 'hash', 'table']","Open hash tables are almost always less runtime efficient than closed hash tables
"
978,978,978,23.0,0.11209999769926073,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'stable']","Which of these sorts are ALL Stable?
"
979,979,979,36.0,0.060600001364946365,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['compute', 'big', 'algorithm']","How do you compute the Big-O of an algorithm?
"
980,980,980,40.0,0.14020000398159027,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['doubly', 'link', 'list', 'travel', 'direction']","Doubly Linked lists can only travel in one direction: down.
"
981,981,981,25.0,0.13220000267028809,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'use', 'binary', 'tree', 'output']","What tree traversal algorithm was used on the binary tree to get the output of:
"
982,982,982,52.0,0.22370000183582306,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'output', 'for', 'give', 'tree', 'use', 'post', 'order', 'traversal']","What would the output be for the given tree when using post-order traversal? A / \ B C / \ / \ D E F G
"
983,983,983,52.0,0.11209999769926073,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort']","What is the definition of a 'stable' sort?
"
984,984,984,36.0,0.18209999799728396,"int, if, for, while, return, follow, code, mean, sum, new","['complexity', 'follow', 'forvalue', 'for', 'if', 'return']","What is the complexity of the following code?int searchArray(int arr[], int n, int forValue) { for ( int i = 0; i < n; i++ ) { if (arr[i] == forValue) { return i*2; } }}
"
985,985,985,17.0,0.31869998574256897,"right, leave, node, process, sub, current, subtree, describe, differ, left","['type', 'follow', 'follow', 'step', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'right', 'sub', 'tree', 'process', 'current', 'node']","Which type of traversal follows the following steps?1. Process nodes in the left sub-tree2. Process nodes in the right sub-tree3. Process the current node
"
