,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
1647,1647,48,0.411900014,"make, good, different, worst, maintain, aka, identify, complexitie, namortise, description","['big', 'omega', 'mean', 'use', 'for', 'estimate', 'complexity', 'run', 'time', 'instruction', 'require', 'estimate', 'identify', 'aka', 'bad', 'case', 'wherever', 'possible', 'complexityo', 'estimate', 'aka', 'good', 'case', 'estimate', 'identify', 'aka', 'good', 'case', 'wherever', 'possible', 'complexityo', 'estimate', 'identify', 'aka', 'bad', 'case', 'wherever', 'possible', 'state', 'exact', 'complexity', 'estimate', 'identify', 'upper_bound', 'aka', 'bad', 'caseo', 'estimate', 'identify', 'aka', 'good', 'case', 'estimate', 'identify', 'aka', 'good', 'case', 'estimate', 'identify', 'aka', 'bad', 'caseo', 'wherever', 'possible', 'state', 'exact', 'complexity', 'wherever', 'possible', 'state', 'exact', 'complexity', 'estimate', 'identify', 'aka', 'good', 'estimate', 'identify', 'aka', 'bad', 'case']","When are O(Big-Oh), ?(Big-Theta), and O(Big-Omega), meant to be used for estimating complexity/run times/instructions required?
"
1648,1648,23,0.377200007,"hash, table, bucket, open, insert, close, key, function, slot, closed","['type', 'hash', 'table', 'linear_probing', 'use', 'open', 'hash', 'table', 'close', 'hash', 'table', 'use', 'for', 'hash', 'list', 'hashtable']","In what type of hash table is linear probing used?
"
1649,1649,36,0.336400002,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'unstable', 'selection', 'sort', 'merge', 'sort', 'bubble', 'sort', 'none']","Which of these sorts is unstable?
"
1650,1650,2,0.152999997,"tree, binary, node, avl, search, child, root, follow, height, leaf","['for', 'follow', 'avl', 'tree', 'tree', 'result', 'add', 'string']","for the following AVL tree, what tree will be the result of adding the string ""10"" 5 / \ 2 7 / \ / \ 0 3 6 9
"
1651,1651,23,0.2447,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'true', 'for', 'open', 'hash', 'table', 'if', 'want', 'store', 'item', 'average', 'number', 'step', 'find', 'insert', 'item', 'need', 'approximately', 'bucket', 'increase', 'affect', 'average', 'number', 'step', 'need', 'insert', 'find', 'item', 'open', 'hash', 'table', 'pointer', 'singly', 'link', 'list', 'bucket', 'instead', 'value', 'directly', 'hash', 'table', 'allow', 'quick', 'searching', 'insert', 'waste', 'lot', 'memory', 'none']","Which of the following is NOT true for an open hash table:
"
1652,1652,0,0.242400005,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['definition', 'direct', 'graph', 'edge', 'directional', 'go', 'way', 'along', 'edge', 'edge', 'go', 'vertex', 'specific', 'direction', 'planation', 'see']","Which of these is the definition of a directed graph?
"
1653,1653,23,0.185100004,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'table', 'slot', 'number', 'element', 'store', 'hash', 'table', 'currently', 'average', 'number', 'step', 'need', 'find', 'element']","There is a closed hash table with 120 slots, the number of elements stored in this hash table currently is 90.What is the average number of steps needed to find an element?
"
1654,1654,29,0.180099994,"for, time, complexity, search, runtime, function, none, follow, correct, give","['complexity', 'for', 'intree', 'method', 'for', 'binary', 'avl', 'tree', 'height', 'layer']","What is the worstcase complexity for the ""inTree"" method for a binary AVL tree with height of m layers?
"
1655,1655,35,0.174899995,"int, if, for, while, return, follow, code, mean, sum, new","['complexity', 'follow', 'algorithmfor', 'int', 'for', 'dothethe']","What is the complexity of the following algorithm?for (int i=0; i<n; i++){ for (int j=1; j<n; j=j*2){ doTheThing; }}
"
1656,1656,2,0.148200005,"tree, binary, node, avl, search, child, root, follow, height, leaf","['valid', 'tree', 'none']","Which of these IS a valid AVL Tree?
"
1657,1657,25,0.28639999,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'data', 'structure', 'false', 'link', 'list', 'implement', 'constant', 'time', 'for', 'add', 'element', 'end', 'always', 'faster', 'find', 'element', 'skip', 'list', 'link', 'list', 'array', 'use', 'if', 'amount', 'datum', 'know', 'constant', 'average', 'runtime', 'complexity', 'for', 'perform', 'find', 'link', 'list', 'false']","Which of the following statements about linear data structures is FALSE?
"
1658,1658,29,0.129099995,"for, time, complexity, search, runtime, function, none, follow, correct, give","['for', 'direct', 'graph', 'none', 'option', 'correct']","What is the adjacency matrix for this directed graph?
"
1659,1659,36,0.367500007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'algorithm', 'stable', 'sort', 'algorithm', 'algorithm', 'suitable', 'for', 'large', 'number', 'element', 'stable', 'sort', 'algorithm', 'make', 'divide', 'conquer', 'paradigm', 'stable', 'sort', 'algorithm', 'maintain', 'relative', 'order', 'record', 'equal', 'key', 'stable', 'sort', 'order', 'item', 'without', 'take', 'account']","What is the definition of a stable sorting algorithm?
"
1660,1660,36,0.367500007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'algorithm', 'stable', 'sort', 'algorithm', 'algorithm', 'suitable', 'for', 'large', 'number', 'element', 'stable', 'sort', 'algorithm', 'make', 'divide', 'conquer', 'paradigm', 'stable', 'sort', 'algorithm', 'maintain', 'relative', 'order', 'record', 'equal', 'key', 'stable', 'sort', 'order', 'item', 'without', 'take', 'account']","What is the definition of a stable sorting algorithm?
"
1661,1661,29,0.118199997,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'performance', 'for', 'insertion']","What is the average performance for insertion sort?
"
1662,1662,29,0.181799993,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'selection', 'sort', 'time', 'complexity', 'for', 'unsorte', 'set', 'data', 'time', 'complexity', 'selection', 'sort', 'for', 'sorted', 'set', 'datum', 'log', 'none']","Given that selection sort has a time complexity of O(n^2) for an unsorted set of data, what is the time complexity of selection sort for a sorted set of data?
"
1663,1663,17,0.283199996,"right, leave, node, process, sub, current, subtree, describe, differ, left","['follow', 'best', 'describe', 'full', 'binary', 'tree', 'leaf', 'node', 'depth', 'exactly', 'child', 'node', 'child', 'node', 'node', 'number', 'child', 'node', 'give', 'node', 'leave', 'sub', 'treemust', 'less', 'node', 'valuegiven', 'node', 'right', 'sub', 'treemust', 'great', 'equal', 'node', 'value']","Which of the following best describes a full binary tree?
"
1664,1664,23,0.273699999,"hash, table, bucket, open, insert, close, key, function, slot, closed","['collision', 'hash', 'table', 'different', 'key', 'map', 'table', 'address', 'table', 'address', 'map', 'key', 'table', 'address', 'map']","A collision in a hash table is:
"
1665,1665,12,0.210500002,"choose, log, type, small, wrong, memory, requirement, meet, back, book","['bad', 'case', 'complexity', 'quick', 'sort', 'scenario', 'occur', 'pivot', 'repeatedly', 'choose', 'large', 'element', 'list', 'pivot', 'repeatedly', 'choose', 'small', 'element', 'list', 'pivot', 'randomly', 'choose', 'pivot', 'choose', 'randomly', 'list', 'reverse', 'order', 'pivot', 'choose', 'large', 'small', 'element', 'time']","What is the worst case complexity of quick sort and in what scenario will this occur?
"
1666,1666,52,0.1061,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'for', 'traversal', 'binary', 'tree', 'element', 'none']","What is the order for traversal of a binary tree with n elements?
"
1667,1667,36,0.083800003,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['case', 'run', 'time', 'complexity']","What is the wprst case run time complexity of merge sort?
"
1668,1668,17,0.198100001,"right, leave, node, process, sub, current, subtree, describe, differ, left","['type', 'binary', 'tree', 'traversal', 'process', 'describe', 'step', 'traverse', 'leave', 'subtreestep', 'traverse', 'right', 'subtreestep', 'visit', 'root']","What type of binary tree traversal does this process describe?:Step 1. Traverse the left subtreeStep 2. Traverse the right subtreeStep 3. Visit the root
"
1669,1669,36,0.540300012,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'true', 'quick', 'sort', 'unstable', 'good', 'case', 'time', 'complexity', 'log', 'quick', 'sort', 'unstable', 'bad', 'case', 'time', 'complexity', 'quick', 'sort', 'stable', 'good', 'case', 'time', 'complexity', 'none']","Which of the following statements are true?:
"
1670,1670,29,0.363499999,"for, time, complexity, search, runtime, function, none, follow, correct, give","['type', 'search', 'sequential', 'search', 'check', 'element', 'list', 'match', 'find', 'whole', 'list', 'search', 'describe', 'search', 'interpolation', 'search', 'jump', 'search', 'linear', 'exponential', 'search']","""In this type of search, a sequential search checks each element of a list, one by one, until a match is found or the whole list has been searched""Describes which searching algorithm?
"
1671,1671,29,0.165900007,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'final', 'value', 'algorithmint', 'for', 'for', 'none']","Given n = 4, what is the final value of k in the below algorithm.int k = 0;for (int i=0; i<n; i++){ for (int j=n; j>0; j=j/2){ k++; }}
"
1672,1672,36,0.126300007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['different', 'algorithm', 'accomplish', 'give', 'task', 'algorithm', 'run', 'run', 'time', 'maximum', 'value', 'algorithm', 'time', 'use', 'small']","You have two different algorithms to accomplish a given task. One algorithm runs in time 2nand another runs in 500 time. The maximum value of n in the algorithm is 10. What run time should be used?
"
1673,1673,12,0.108499996,"choose, log, type, small, wrong, memory, requirement, meet, back, book","['efficient', 'type', 'number', 'choose', 'decide', 'size', 'hash', 'table', 'random']","What is the most efficient type of number to choose when decided on the size of a hash table?
"
1674,1674,29,0.228,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'final', 'value', 'algorithm', 'run', 'time', 'complexity', 'call', 'oint', 'for', 'for', 'none']","Given n = 5, what will be the final value of k in the algorithm below & what is it's run time complexity, which we'll call O?int k = 0;for (int i=0; i<n; i++){ for (int j=i; j<n; j++){ k = k++; }}
"
1675,1675,2,0.262499988,"tree, binary, node, avl, search, child, root, follow, height, leaf","['rough', 'value', 'bound', 'avl', 'tree', 'log', 'number', 'node', 'tree', 'log', 'number', 'node', 'tree', 'number', 'node', 'tree', 'height', 'tree', 'number', 'node', 'balance', 'constant']","What rough value bounds the maximum height of an AVL tree
"
1676,1676,23,0.566999972,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'answer', 'describe', 'correct', 'process', 'collision', 'handling', 'close', 'hash', 'table', 'linear_probe', 'collision', 'program', 'crash', 'collision', 'move', 'backwards', 'across', 'hash', 'table', 'open', 'slot', 'find', 'if', 'reach', 'end', 'hash', 'table', 'loop', 'back', 'end', 'if', 'open', 'slot', 'return', 'hash', 'table', 'full', 'collision', 'move', 'across', 'hash', 'table', 'open', 'slot', 'find', 'if', 'reach', 'end', 'hash', 'table', 'loop', 'back', 'begin', 'if', 'open', 'slot', 'return', 'hash', 'table', 'full', 'collision', 'move', 'across', 'hash', 'table', 'open', 'slot', 'find', 'if', 'reach', 'end', 'hash', 'table', 'loop', 'back', 'begin', 'if', 'open', 'slot', 'crash', 'collision', 'move', 'forwards', 'across', 'hash', 'table', 'open', 'slot', 'find', 'if', 'reach', 'end', 'hash', 'table', 'return', 'hash', 'table', 'full']","Which of the following answers describes the correct process of collision handling in a closed hash table with linear probing?
"
1677,1677,35,0.176599994,"int, if, for, while, return, follow, code, mean, sum, new","['complexity', 'follow', 'codeint', 'int', 'count', 'for', 'for', 'count', 'return']","What is the complexity of the following code?int f( int n, int m) { int count = 0; for (int i = n; i > 0; i--) { for (int j = 0; j < m; j = j + 2) { count++; } } return count;}
"
1678,1678,36,0.273400009,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'false', 'insertion', 'sort', 'less', 'efficient', 'for', 'large', 'list', 'quick', 'sort', 'comparison', 'sort', 'merge', 'sort', 'conquer', 'stable']","Which of the following statements is false?
"
1679,1679,23,0.109899998,"hash, table, bucket, open, insert, close, key, function, slot, closed","['formula', 'provide', 'theload', 'factor', 'hash', 'table', 'none']","Which of these formulas will provide theload factor of a hash table?
"
1680,1680,23,0.383599997,"hash, table, bucket, open, insert, close, key, function, slot, closed","['difference', 'open', 'closed', 'hash', 'table', 'close', 'hash', 'table', 'datum', 'store', 'fix', 'size', 'array', 'fix', 'closed', 'number', 'bucket', 'for', 'put', 'value', 'whereas', 'open', 'hash', 'table', 'instead', 'store', 'value', 'directly', 'array', 'array', 'bucket', 'point', 'link', 'list', 'value', 'close', 'hash', 'table', 'store', 'value', 'link', 'list', 'open', 'hash', 'table', 'store', 'datum', 'directly', 'array', 'closed', 'hash', 'table', 'store', 'value', 'tree', 'open', 'hash', 'table', 'store', 'datum', 'array', 'close', 'hash', 'table', 'store', 'value', 'array', 'open', 'hash', 'table', 'store', 'datum', 'tree']","What's the difference between an open and closed hash table?
"
1681,1681,29,0.077299997,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'runtime']","What is the average runtime of Skip List?
"
1682,1682,2,0.167999998,"tree, binary, node, avl, search, child, root, follow, height, leaf","['implement', 'binary', 'search', 'tree', 'bst', 'follow', 'statement', 'true', 'bst', 'must', 'connected', 'note', 'link', 'list', 'must', 'reference', 'root', 'node', 'give', 'must', 'node', 'right', 'sub', 'tree', 'great', 'equal', 'node', 'value', 'technique', 'for', 'traversal', 'must', 'time', 'complexity']","I am implementing a Binary Search Tree (BST). Which of the following statements do not have to be true about my BST?
"
1683,1683,36,0.169200003,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'theworst', 'space', 'mergesort', 'selection', 'sort', 'heapsort']","Which of these sorting algorithms has theworst space efficiency?
"
1684,1684,29,0.140100002,"for, time, complexity, search, runtime, function, none, follow, correct, give","['transitivity', 'term', 'time', 'complexity', 'if', 'if', 'if', 'for', 'none']","What is transitivity? In terms of time complexity.
"
1685,1685,2,0.092,"tree, binary, node, avl, search, child, root, follow, height, leaf","['add', 'new', 'node', 'follow', 'order', 'tree', 'insertion', 'find', 'value', 'base']","Add new nodes with the following datas in order : 50, 76, 21, 4, 32, 100, 64, 52, use the tree insertion algorithm, find out the value which the node based on.
"
1686,1686,52,0.383899987,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['depth', 'first', 'search', 'equivalent', 'traversal', 'binary', 'tree', 'order', 'traversal', 'pre', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order', 'traversal', 'none']","Depth First Search is equivalent to which of the traversal in the Binary Trees?
"
1687,1687,25,0.1175,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['average', 'runtime', 'complexity', 'array', 'list', 'add', 'operation', 'if', 'resize', 'double']","What is the average runtime complexity of an Array list's add operation? (if resize doubles array size)
"
1688,1688,23,0.513000011,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'advantage', 'use', 'open', 'hash', 'table', 'close', 'hash', 'table', 'open', 'hash', 'table', 'fix', 'number', 'bucket', 'remove', 'object', 'open', 'hash', 'table', 'open', 'hash', 'table', 'use', 'less', 'memory', 'open', 'hash', 'table', 'almost', 'always', 'runtime', 'efficient', 'none']","Which of the following is NOT an advantage of using open hash table over closed hash table.
"
1689,1689,36,0.31400001,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['statement', 'false', 'average', 'time', 'complexity', 'for', 'search', 'array', 'link', 'list', 'bubble', 'sort', 'faster', 'good', 'case', 'merge', 'insertion', 'sort', 'stable', 'sort', 'algorithm', 'average', 'case', 'time', 'complexity', 'for', 'search', 'avl', 'tree']","Which statement is false?
"
1690,1690,2,0.232199997,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'equivalent', 'link', 'list', 'head', 'pointer', 'leaf', 'parent', 'child', 'root', 'node', 'depth', 'node']","What is the tree equivalent of a linked-list 'head' pointer?
"
1691,1691,25,0.183899999,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['operation', 'low', 'average', 'runtime', 'complexity', 'singly', 'link', 'list', 'get', 'add', 'insert', 'remove', 'find']","What operation has the lowest average runtime complexity in a singly linked list.
"
1692,1692,2,0.141900003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['traversal', 'binary', 'tree', 'inorder']","1, 3, 7, 8, 9, 11 is a _________ traversal of this binary tree.
"
1693,1693,30,0.284700006,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['sort', 'number', 'list', 'unique', 'intsfor', 'int', 'position', 'position', 'numberslength', 'position', 'int', 'currentindex', 'position', 'while', 'true', 'if', 'currentindex', 'break', 'if', 'number', 'currentindex', 'number', 'currentindex', 'temp', 'number', 'currentindex', 'number', 'number', 'number', 'else', 'break', 'bubble', 'sort', 'insertion', 'sort', 'selection', 'sort', 'sort']","Which sorting algorithm does this piece of code belong to?Note: numbers is a list of unique ints.for (int position=1; position < numbers.length; position+=1) { int currentIndex = position; while (true) { if (currentIndex == 0) { break; } if (numbers[currentIndex] < numbers[currentIndex-1]) { int temp = numbers[currentIndex-1]; numbers[currentIndex-1] = numbers[currentIndex]; numbers[currentIndex] = temp; currentIndex-=1; } else { break; } }}
"
1694,1694,36,0.298299998,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'bad', 'average', 'time', 'complexity', 'bubble', 'sort', 'mergesort', 'complexity']","Which sorting algorithm has the worst average time complexity (?)
"
1695,1695,35,0.255899996,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'code', 'for', 'insertion', 'sort', 'select', 'option', 'insertionsort', 'int', 'array', 'int', 'alength', 'for', 'int', 'int', 'key', 'int', 'while', 'key', 'key', 'key', 'key', 'key', 'none']","The following code is for an insertion sort. Select from the options below, the line of code which should replace Xpublic static void insertionSort(int[] array) { int[] a = array; int n = a.length; for (int i=1; i<n; ++i){ int key = a[i]; int j = i-1; while (j>=0 && a[j].compareTo(key) > 0){ a[j+1] = a[j]; j = j-1; } X }}
"
1696,1696,35,0.2245,"int, if, for, while, return, follow, code, mean, sum, new","['correctly', 'describe', 'complexity', 'follow', 'int', 'for', 'systemoutprint', 'for', 'double', 'systemoutprint', 'goodbye', 'world', 'none']","Which one correctly describes the complexity of the following code fragment?for (int i = 1; i < n; i = i * 2){ for(int j = n; j > 0; j--) { System.out.print(""hello world""); }}for (double i = n; i > 1; i = i / 2){ System.out.print(""goodbye world"");}
"
1697,1697,52,0.141900003,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['post', 'traversal', 'tree']","A post order traversal of the tree; [a] / \ [b] [c]
"
1698,1698,25,0.238299996,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'doubly', 'link', 'list', 'true', 'doubly', 'link', 'list', 'move', 'direction', 'order', 'insert', 'pointer', 'must', 'update', 'node', 'doubly', 'link', 'list', 'pointer', 'prev', 'current', 'next', 'previous', 'pointer', 'for', 'head', 'node', 'next', 'pointer', 'for', 'tail', 'node', 'value', 'impossible', 'insert', 'remove', 'head', 'node', 'doubly', 'link', 'list']","Which of the following statements about doubly-linked lists is true?
"
1699,1699,25,0.305999994,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'link', 'list', 'false', 'time', 'complexity', 'find', 'element', 'tail', 'pointer', 'time', 'complexity', 'add', 'element', 'end', 'faster', 'add', 'remove', 'element', 'link', 'list', 'array', 'tail', 'pointer', 'link', 'list']","Which of the following statements about linked lists is false?
"
1700,1700,25,0.488200009,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'list', 'resize', 'whereas', 'gap', 'list', 'whereas', 'standard', 'array', 'can', 'linear', 'search', 'list', 'slow', 'element', 'array', 'datum', 'type', 'whereas', 'array', 'list', 'primitive', 'non', 'primitive', 'datum', 'type', 'array', 'list', 'always', 'single', 'dimensional', 'however', 'array', 'also', 'multi', 'dimensional']","Which of the following statements about array lists and arrays in java are false1.Array lists can be resized whereas arrays can't.2.Array lists can have gaps in the list whereas a standard array cannot.3. A linear search in an array list is slower than in an array (where both have the same elements).4. An array can be of a primitive data type whereas an array list can be of a primitive or non-primitive data type.5. Array lists are always single dimensional however arrays can also be multi-dimensional.
"
1701,1701,40,0.300900012,"number, find, take, step, item, average, many, give, second, if","['equation', 'for', 'find', 'average', 'number', 'step', 'for', 'insert', 'find', 'item', 'hash', 'table', 'equation', 'average', 'number', 'step', 'find', 'bucket', 'for', 'hash', 'table', 'full']","What is the equation for finding the average number of steps for inserting/finding an item in a hash table? With this equation, what is the average number of steps to find a bucket for a hash table that is 80% full?
"
1702,1702,23,0.243699998,"hash, table, bucket, open, insert, close, key, function, slot, closed","['correct', 'formula', 'for', 'hash', 'table', 'total', 'bucket', 'number', 'key', 'amount', 'free', 'total', 'number', 'key', 'insert', 'total', 'bucket', 'array', 'least', 'amount', 'key', 'total', 'bucket']","What is the correct formula for the load factor of a hash table?
"
1703,1703,36,0.512700021,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'best', 'quick', 'bad', 'case', 'time', 'complexity', 'quick', 'sort', 'bubble', 'sort', 'insertion', 'sort', 'merge', 'sort', 'selection', 'sort']","Which of the following sorting algorithms has the best/ quickest WORST CASE time complexity?
"
1704,1704,36,0.347299993,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'selection', 'sort', 'sort', 'sort', 'quick', 'heap', 'sort']","Which of the following sorting algorithms is stable?
"
1705,1705,2,0.385500014,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'statement', 'basic', 'tree', 'false', 'tree', 'make', 'node', 'top', 'node', 'tree', 'call', 'leaf', 'node', 'tree', 'root', 'node', 'node', 'tree', 'many', 'child', 'node', 'tree', 'node', 'next', 'pointer']","Which of the following statements about basic trees is false?
"
1706,1706,38,0.270599991,"datum, structure, data, space, implement, possible, memory, store, work, for","['task', 'programming', 'sort', 'large', 'data', 'set', 'powerful', 'computer', 'important', 'part', 'company', 'time', 'critical', 'safety', 'application', 'tell', 'complete', 'sort', 'quickly', 'possible', 'case', 'big', 'priority', 'appropriate', 'choice', 'sort', 'merge', 'sort', 'quick', 'heap', 'sort', 'bubble', 'sort']","I am tasked with programming a sorting algorithm with large data-sets on a powerful computer. This is an important part of my company's time-critical, safety application. I'm told that completing the sorting very quickly- in all possible cases - is the biggest priority. What's the appropriate choice of algorithm?
"
1707,1707,2,0.2245,"tree, binary, node, avl, search, child, root, follow, height, leaf","['question', 'consider', 'for', 'store', 'position', 'array', 'position', 'child', 'store', 'left', 'child', 'right', 'child', 'leave', 'child', 'right', 'child', 'leave', 'child', 'right', 'child', 'leave', 'child', 'right', 'child', 'none']","In this question we'll consider the Abstract Data Type: Heaps.If the data for a node in a heap is stored in position i in an array, what positions will its children be stored in?
"
1708,1708,5,0.101300001,"slow, fastest, linked, experimental, inefficient, factorial, gs, tocheck, jump, listd","['complexitie', 'fastest', 'slow', 'log', 'nlog']","Sort the algorithm complexities from fastest to slowest when n = 100.1. 1502. 50n3. 5n^24. log(3000n)5. 6nlog(400n)
"
1709,1709,29,0.147200003,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'runtime', 'complexity', 'binary', 'tree', 'search', 'log']","What is the average runtime complexity of a binary tree search?
"
1710,1710,29,0.293900013,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'function', 'for', 'follow', 'correct', 'definition', 'for', 'bind', 'positive', 'constant', 'for', 'big', 'omega', 'iff', 'constant', 'for', 'positive', 'constant', 'for', 'positive', 'constant', 'for', 'none']","Consider functions g(n) and f(n) with g(n) >0 and f(n) >0 for n>0.Which of the following is the correct definition for the exact bound?
"
1711,1711,23,0.337000012,"hash, table, bucket, open, insert, close, key, function, slot, closed","['plan', 'store', 'datum', 'close', 'hash', 'table', 'linear_probe', 'right', 'hash', 'function', 'use', 'meaning', 'slot', 'hash', 'table', 'insert', 'element', 'order', 'would', 'end', 'result']","You plan to store data in a closed hash table with linear probing to the right. The hash function you are using is h(x) = x % 7, meaning there are 7 slots in your hash table; 0,1,2,3,4,5,6. Inserting the elements 22, 8, 5, 26, 4, 13, 9 in that order, what would be the end result?
"
1712,1712,36,0.290199995,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['fastest', 'good', 'case', 'assume', 'sort', 'selection', 'sort', 'insertion', 'sort', 'sort']","Which of these algorithms have the fastest best case?(assume all elements are distinct)
"
1713,1713,36,0.205500007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'comparison', 'algorithm', 'perform', 'average', 'bad', 'case']","What is the best a comparison sort algorithm can perform in the average or worst case?
"
1714,1714,39,0.255699992,"run, large, fast, term, quicksort, exact, record, partition, question, information","['suppose', 'different', 'integer', 'length', 'wish', 'order', 'also', 'suppose', 'array', 'already', 'completely', 'order', 'while', 'rest', 'remain', 'random', 'unfortunately', 'know', 'value', 'term', 'become', 'efficient', 'say', 'insertion', 'sort', 'rather', 'quick', 'sort', 'ensure', 'arrays', 'correctly', 'order', 'minimal', 'time', 'may', 'assume', 'exact', 'bind', 'precise', 'number', 'operation', 'for', 'sake', 'question', 'ie']","Suppose we have 100 different arrays of integers, all of which are length n, and we wish to order all of them.But also suppose that x of these arrays are already completely ordered, while the rest remain random, and unfortunately we do not know which are which.At what value ofx, in terms ofn, does it become more efficient to use, say, Insertion Sort rather than Quick Sort to ensure all 100 arrays are correctly ordered in minimal time?(One may assume that that an algorithms exact bound is its precise number of operations for the sake of this question, i.e. ?(n)=n, or?(n2)=n2.)
"
1715,1715,36,0.359499991,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['algorithm', 'usually', 'stable', 'merge', 'sort', 'quick', 'sort', 'insertion', 'sort', 'bubble']","Which of these algorithms are NOT usually stable?
"
1716,1716,29,0.174199998,"for, time, complexity, search, runtime, function, none, follow, correct, give","['put', 'instruction', 'measure', 'code', 'runtime', 'call', 'debugging', 'instrument', 'optimising', 'refactore']","What is putting in instructions which measure codes runtime called?
"
1717,1717,17,0.264999986,"right, leave, node, process, sub, current, subtree, describe, differ, left","['type', 'tree', 'transversal', 'first', 'process', 'node', 'leave', 'subtree', 'right', 'subtree', 'finally', 'current', 'node', 'order', 'post', 'order', 'level', 'order', 'pre', 'order', 'dis', 'order']","Which type of tree transversal will first process the nodes in the left subtree, then the right subtree and finally the current node?
"
1718,1718,25,0.382499993,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['consider', 'follow', 'statement', 'list', 'choose', 'statement', 'false', 'for', 'array', 'list', 'average', 'case', 'remove', 'element', 'link', 'list', 'allow', 'random', 'access', 'element', 'access', 'sequentially', 'for', 'link', 'list', 'average', 'case', 'access', 'element', 'remove', 'element', 'link', 'list', 'faster', 'remove', 'array', 'for', 'array', 'list', 'bad', 'case', 'access', 'element']","Consider the following statements about lists and choose the statement that is FALSE.
"
1719,1719,29,0.192100003,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'take', 'for', 'for', 'for', 'asymptotic', 'complexity', 'likely', 'log']","Consider an algorithm that takes 8s for n=50, 14s for n=100 and 20s for n=200. What asymptotic complexity does it likely have.
"
1720,1720,29,0.192100003,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'take', 'for', 'for', 'for', 'asymptotic', 'complexity', 'likely', 'log']","Consider an algorithm that takes 8s for n=50, 14s for n=100 and 20s for n=200. What asymptotic complexity does it likely have.
"
1721,1721,40,0.275200009,"number, find, take, step, item, average, many, give, second, if","['if', 'insertion', 'sort', 'take', 'second', 'sort', 'book', 'long', 'likely', 'take', 'sort', 'book', 'second', 'second', 'second']","If an insertion sort takes 10 seconds to sort 10,000 books, how long will it likely take to sort 40,000 books
"
1722,1722,23,0.205599993,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table', 'utilise', 'wraparound', 'like', 'closed', 'hash', 'table', 'store', 'unlimited', 'number', 'value', 'contain', 'link', 'list', 'value', 'index']","An Open Hash Table...:
"
